case_id,fraud_type,case_title,modus_operandi,fraud_pattern,investigation_summary,entities_involved,risk_indicators,resolution,regulatory_reference,created_at
FC-10065,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-65,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 65.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1065,2025-06-01 12:00:00
FC-10066,Account Takeover,Account Takeover Ring Alpha-66,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 66.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1066,2025-06-01 12:00:00
FC-10067,Mule Account Network,Mule Account Network Ring Alpha-67,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 67.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1067,2025-06-01 12:00:00
FC-10068,Account Takeover,Account Takeover Ring Alpha-68,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 68.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1068,2025-06-01 12:00:00
FC-10069,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-69,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 69.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1069,2025-06-01 12:00:00
FC-10070,Mule Account Network,Mule Account Network Ring Alpha-70,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 70.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1070,2025-06-01 12:00:00
FC-10071,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-71,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 71.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1071,2025-06-01 12:00:00
FC-10072,Account Takeover,Account Takeover Ring Alpha-72,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 72.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1072,2025-06-01 12:00:00
FC-10073,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-73,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 73.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1073,2025-06-01 12:00:00
FC-10074,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-74,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 74.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1074,2025-06-01 12:00:00
FC-10075,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-75,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 75.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1075,2025-06-01 12:00:00
FC-10076,Account Takeover,Account Takeover Ring Alpha-76,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 76.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1076,2025-06-01 12:00:00
FC-10077,Account Takeover,Account Takeover Ring Alpha-77,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 77.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1077,2025-06-01 12:00:00
FC-10078,Account Takeover,Account Takeover Ring Alpha-78,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 78.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1078,2025-06-01 12:00:00
FC-10079,Account Takeover,Account Takeover Ring Alpha-79,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 79.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1079,2025-06-01 12:00:00
FC-10080,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-80,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 80.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1080,2025-06-01 12:00:00
FC-10081,Mule Account Network,Mule Account Network Ring Alpha-81,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 81.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1081,2025-06-01 12:00:00
FC-10082,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-82,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 82.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1082,2025-06-01 12:00:00
FC-10083,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-83,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 83.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1083,2025-06-01 12:00:00
FC-10084,Mule Account Network,Mule Account Network Ring Alpha-84,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 84.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1084,2025-06-01 12:00:00
FC-10085,Account Takeover,Account Takeover Ring Alpha-85,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 85.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1085,2025-06-01 12:00:00
FC-10086,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-86,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 86.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1086,2025-06-01 12:00:00
FC-10087,Mule Account Network,Mule Account Network Ring Alpha-87,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 87.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1087,2025-06-01 12:00:00
FC-10088,Account Takeover,Account Takeover Ring Alpha-88,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 88.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1088,2025-06-01 12:00:00
FC-10089,Mule Account Network,Mule Account Network Ring Alpha-89,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 89.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1089,2025-06-01 12:00:00
FC-10090,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-90,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 90.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1090,2025-06-01 12:00:00
FC-10091,Account Takeover,Account Takeover Ring Alpha-91,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 91.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1091,2025-06-01 12:00:00
FC-10092,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-92,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 92.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1092,2025-06-01 12:00:00
FC-10093,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-93,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 93.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1093,2025-06-01 12:00:00
FC-10094,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-94,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 94.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1094,2025-06-01 12:00:00
FC-10095,Mule Account Network,Mule Account Network Ring Alpha-95,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 95.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1095,2025-06-01 12:00:00
FC-10096,Mule Account Network,Mule Account Network Ring Alpha-96,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 96.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1096,2025-06-01 12:00:00
FC-10097,Account Takeover,Account Takeover Ring Alpha-97,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 97.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1097,2025-06-01 12:00:00
FC-10098,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-98,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 98.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1098,2025-06-01 12:00:00
FC-10099,Mule Account Network,Mule Account Network Ring Alpha-99,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 99.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1099,2025-06-01 12:00:00
FC-10100,Account Takeover,Account Takeover Ring Alpha-100,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 100.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1100,2025-06-01 12:00:00
FC-10101,Mule Account Network,Mule Account Network Ring Alpha-101,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 101.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1101,2025-06-01 12:00:00
FC-10102,Mule Account Network,Mule Account Network Ring Alpha-102,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 102.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1102,2025-06-01 12:00:00
FC-10103,Account Takeover,Account Takeover Ring Alpha-103,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 103.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1103,2025-06-01 12:00:00
FC-10104,Account Takeover,Account Takeover Ring Alpha-104,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 104.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1104,2025-06-01 12:00:00
FC-10105,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-105,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 105.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1105,2025-06-01 12:00:00
FC-10106,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-106,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 106.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1106,2025-06-01 12:00:00
FC-10107,Account Takeover,Account Takeover Ring Alpha-107,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 107.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1107,2025-06-01 12:00:00
FC-10108,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-108,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 108.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1108,2025-06-01 12:00:00
FC-10109,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-109,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 109.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1109,2025-06-01 12:00:00
FC-10110,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-110,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 110.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1110,2025-06-01 12:00:00
FC-10111,Account Takeover,Account Takeover Ring Alpha-111,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 111.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1111,2025-06-01 12:00:00
FC-10112,Mule Account Network,Mule Account Network Ring Alpha-112,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 112.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1112,2025-06-01 12:00:00
FC-10113,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-113,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 113.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1113,2025-06-01 12:00:00
FC-10114,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-114,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 114.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1114,2025-06-01 12:00:00
FC-10115,Mule Account Network,Mule Account Network Ring Alpha-115,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 115.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1115,2025-06-01 12:00:00
FC-10116,Mule Account Network,Mule Account Network Ring Alpha-116,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 116.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1116,2025-06-01 12:00:00
FC-10117,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-117,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 117.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1117,2025-06-01 12:00:00
FC-10118,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-118,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 118.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1118,2025-06-01 12:00:00
FC-10119,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-119,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 119.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1119,2025-06-01 12:00:00
FC-10120,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-120,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 120.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1120,2025-06-01 12:00:00
FC-10121,Mule Account Network,Mule Account Network Ring Alpha-121,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 121.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1121,2025-06-01 12:00:00
FC-10122,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-122,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 122.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1122,2025-06-01 12:00:00
FC-10123,Mule Account Network,Mule Account Network Ring Alpha-123,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 123.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1123,2025-06-01 12:00:00
FC-10124,Account Takeover,Account Takeover Ring Alpha-124,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 124.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1124,2025-06-01 12:00:00
FC-10125,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-125,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 125.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1125,2025-06-01 12:00:00
FC-10126,Synthetic Identity Theft,Synthetic Identity Theft Ring Alpha-126,Fabricated personas accessing lines of credit with no intent to repay.,Unusually high open accounts tied to unverified or newly populated credit files.,Completed digital forensics investigation for network cluster 126.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1126,2025-06-01 12:00:00
FC-10127,Card-Not-Present Fraud,Card-Not-Present Fraud Ring Alpha-127,Stolen credential monetization via quick consumer goods checkout.,High transaction velocity targeting electronics merchants within short windows.,Completed digital forensics investigation for network cluster 127.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1127,2025-06-01 12:00:00
FC-10128,Account Takeover,Account Takeover Ring Alpha-128,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 128.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1128,2025-06-01 12:00:00
FC-10129,Mule Account Network,Mule Account Network Ring Alpha-129,Layering dirty funds across distributed micro-deposits.,High volume of structured incoming cross-border peer-to-peer transfers swept instantly.,Completed digital forensics investigation for network cluster 129.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1129,2025-06-01 12:00:00
FC-10130,Account Takeover,Account Takeover Ring Alpha-130,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift changes to critical profile settings.,Completed digital forensics investigation for network cluster 130.,"Multiple domestic consumers, target nodes grouped around resource clusters.","Velocity flags, High graph neighborhood commonality, Proxy IP match.","Recovered portion of funds, compromised accounts blacklisted.",FINCEN-SAR-2026-1130,2025-06-01 12:00:00
