case_id,fraud_type,case_title,modus_operandi,fraud_pattern,investigation_summary,entities_involved,risk_indicators,resolution,regulatory_reference,created_at
CASE00064,Mule Account Network,Mule Account Network Investigation Ring #64,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 64.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1064,2026-06-08 12:00:00
CASE00065,Mule Account Network,Mule Account Network Investigation Ring #65,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 65.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1065,2026-06-08 12:00:00
CASE00066,Mule Account Network,Mule Account Network Investigation Ring #66,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 66.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1066,2026-06-08 12:00:00
CASE00067,Mule Account Network,Mule Account Network Investigation Ring #67,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 67.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1067,2026-06-08 12:00:00
CASE00068,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #68,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 68.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1068,2026-06-08 12:00:00
CASE00069,Mule Account Network,Mule Account Network Investigation Ring #69,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 69.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1069,2026-06-08 12:00:00
CASE00070,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #70,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 70.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1070,2026-06-08 12:00:00
CASE00071,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #71,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 71.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1071,2026-06-08 12:00:00
CASE00072,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #72,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 72.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1072,2026-06-08 12:00:00
CASE00073,Mule Account Network,Mule Account Network Investigation Ring #73,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 73.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1073,2026-06-08 12:00:00
CASE00074,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #74,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 74.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1074,2026-06-08 12:00:00
CASE00075,Mule Account Network,Mule Account Network Investigation Ring #75,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 75.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1075,2026-06-08 12:00:00
CASE00076,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #76,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 76.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1076,2026-06-08 12:00:00
CASE00077,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #77,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 77.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1077,2026-06-08 12:00:00
CASE00078,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #78,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 78.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1078,2026-06-08 12:00:00
CASE00079,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #79,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 79.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1079,2026-06-08 12:00:00
CASE00080,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #80,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 80.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1080,2026-06-08 12:00:00
CASE00081,Mule Account Network,Mule Account Network Investigation Ring #81,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 81.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1081,2026-06-08 12:00:00
CASE00082,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #82,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 82.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1082,2026-06-08 12:00:00
CASE00083,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #83,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 83.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1083,2026-06-08 12:00:00
CASE00084,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #84,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 84.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1084,2026-06-08 12:00:00
CASE00085,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #85,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 85.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1085,2026-06-08 12:00:00
CASE00086,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #86,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 86.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1086,2026-06-08 12:00:00
CASE00087,Mule Account Network,Mule Account Network Investigation Ring #87,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 87.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1087,2026-06-08 12:00:00
CASE00088,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #88,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 88.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1088,2026-06-08 12:00:00
CASE00089,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #89,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 89.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1089,2026-06-08 12:00:00
CASE00090,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #90,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 90.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1090,2026-06-08 12:00:00
CASE00091,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #91,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 91.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1091,2026-06-08 12:00:00
CASE00092,Mule Account Network,Mule Account Network Investigation Ring #92,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 92.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1092,2026-06-08 12:00:00
CASE00093,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #93,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 93.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1093,2026-06-08 12:00:00
CASE00094,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #94,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 94.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1094,2026-06-08 12:00:00
CASE00095,Mule Account Network,Mule Account Network Investigation Ring #95,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 95.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1095,2026-06-08 12:00:00
CASE00096,Mule Account Network,Mule Account Network Investigation Ring #96,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 96.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1096,2026-06-08 12:00:00
CASE00097,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #97,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 97.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1097,2026-06-08 12:00:00
CASE00098,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #98,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 98.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1098,2026-06-08 12:00:00
CASE00099,Mule Account Network,Mule Account Network Investigation Ring #99,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 99.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1099,2026-06-08 12:00:00
CASE00100,Mule Account Network,Mule Account Network Investigation Ring #100,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 100.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1100,2026-06-08 12:00:00
CASE00101,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #101,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 101.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1101,2026-06-08 12:00:00
CASE00102,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #102,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 102.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1102,2026-06-08 12:00:00
CASE00103,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #103,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 103.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1103,2026-06-08 12:00:00
CASE00104,Mule Account Network,Mule Account Network Investigation Ring #104,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 104.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1104,2026-06-08 12:00:00
CASE00105,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #105,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 105.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1105,2026-06-08 12:00:00
CASE00106,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #106,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 106.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1106,2026-06-08 12:00:00
CASE00107,Mule Account Network,Mule Account Network Investigation Ring #107,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 107.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1107,2026-06-08 12:00:00
CASE00108,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #108,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 108.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1108,2026-06-08 12:00:00
CASE00109,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #109,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 109.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1109,2026-06-08 12:00:00
CASE00110,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #110,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 110.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1110,2026-06-08 12:00:00
CASE00111,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #111,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 111.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1111,2026-06-08 12:00:00
CASE00112,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #112,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 112.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1112,2026-06-08 12:00:00
CASE00113,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #113,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 113.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1113,2026-06-08 12:00:00
CASE00114,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #114,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 114.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1114,2026-06-08 12:00:00
CASE00115,Mule Account Network,Mule Account Network Investigation Ring #115,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 115.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1115,2026-06-08 12:00:00
CASE00116,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #116,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 116.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1116,2026-06-08 12:00:00
CASE00117,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #117,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 117.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1117,2026-06-08 12:00:00
CASE00118,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #118,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 118.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1118,2026-06-08 12:00:00
CASE00119,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #119,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 119.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1119,2026-06-08 12:00:00
CASE00120,Mule Account Network,Mule Account Network Investigation Ring #120,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 120.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1120,2026-06-08 12:00:00
CASE00121,Mule Account Network,Mule Account Network Investigation Ring #121,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 121.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1121,2026-06-08 12:00:00
CASE00122,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #122,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 122.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1122,2026-06-08 12:00:00
CASE00123,Card-Not-Present (CNP),Card-Not-Present (CNP) Investigation Ring #123,Stolen credential monetization via quick consumer checkouts.,High velocity transaction targeting consumer electronics merchants.,Completed forensic deep-dive analysis on clustered anomalies for node group 123.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1123,2026-06-08 12:00:00
CASE00124,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #124,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 124.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1124,2026-06-08 12:00:00
CASE00125,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #125,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 125.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1125,2026-06-08 12:00:00
CASE00126,Account Takeover (ATO),Account Takeover (ATO) Investigation Ring #126,Credential stuffing followed by instant balance liquidation.,Sudden device fingerprint shift accompanied by swift profile modifications.,Completed forensic deep-dive analysis on clustered anomalies for node group 126.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1126,2026-06-08 12:00:00
CASE00127,Mule Account Network,Mule Account Network Investigation Ring #127,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 127.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1127,2026-06-08 12:00:00
CASE00128,Mule Account Network,Mule Account Network Investigation Ring #128,Layering dirty funds across structured micro-deposits.,High volume of incoming peer-to-peer transfers swept instantly.,Completed forensic deep-dive analysis on clustered anomalies for node group 128.,Distributed consumer accounts interacting with compromised endpoint assets.,"Velocity limit threshold breach, device pool correlation, proxy hopping.","Accounts isolated, associated assets blacklisted globally.",FINCEN-SAR-2026-1128,2026-06-08 12:00:00
